2022-05-09 14:51:13.775738 CLASS: MAIN, METHOD: main() LOG: asistente
2022-05-17 11:48:57.268607 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:48:57.271832 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:48:57.275171 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 11:48:57.278241 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 11:48:57.281592 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 11:48:57.285119 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-17 11:48:57.288892 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 11:48:57.292032 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 11:48:57.294818 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 11:49:57.357725 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 11:49:57.513791 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 11:49:57.522087 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 11:49:57.526447 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 11:49:57.530267 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:49:57.534346 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:49:57.539910 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 11:49:57.544044 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 11:49:57.547466 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 11:49:57.550759 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-17 11:49:57.553912 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 11:49:57.557311 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 11:49:57.560257 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 11:50:57.632139 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 11:50:57.792177 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 11:50:57.795531 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 11:50:57.798483 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 11:50:57.801312 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:50:57.804377 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:50:57.808211 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 11:50:57.811290 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 11:50:57.814611 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 11:50:57.817594 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-17 11:50:57.820405 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 11:50:57.823204 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 11:50:57.825978 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 11:51:57.894219 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 11:51:58.086144 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 11:51:58.089326 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 11:51:58.092366 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 11:51:58.095304 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:51:58.098417 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:51:58.102384 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 11:51:58.105371 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 11:51:58.108632 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 11:51:58.111662 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-17 11:51:58.114570 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 11:51:58.117594 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 11:51:58.121214 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 11:52:58.179022 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 11:52:58.372674 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 11:52:58.377791 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 11:52:58.380988 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 11:52:58.384008 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:52:58.387359 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:52:58.390930 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 11:52:58.394590 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 11:52:58.398169 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 11:52:58.401192 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-17 11:52:58.404386 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 11:52:58.408813 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 11:52:58.411885 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 11:53:58.484648 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 11:53:58.642710 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 11:53:58.645849 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 11:53:58.648769 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 11:53:58.651616 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:53:58.654720 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:53:58.658480 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 11:53:58.661564 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 11:53:58.664917 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 11:53:58.668048 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-17 11:53:58.671463 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 11:53:58.675106 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 11:53:58.678060 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 11:54:58.743440 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 11:54:58.924726 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 11:54:58.927800 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 11:54:58.930713 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 11:54:58.933735 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:54:58.936800 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:54:58.940850 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 11:54:58.943975 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 11:54:58.947268 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 11:54:58.950426 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-17 11:54:58.953380 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 11:54:58.957211 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 11:54:58.961428 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 11:55:59.030403 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 11:55:59.198999 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 11:55:59.202707 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 11:55:59.206064 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 11:55:59.209913 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:55:59.214511 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:55:59.220201 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 11:55:59.224307 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 11:55:59.229353 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 11:55:59.234685 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-17 11:55:59.239593 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 11:55:59.243473 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 11:55:59.247428 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 11:56:59.316065 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 11:56:59.500821 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 11:56:59.503996 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 11:56:59.508240 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 11:56:59.511336 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:56:59.514812 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:56:59.520334 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 11:56:59.525801 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 11:56:59.531333 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 11:56:59.535582 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-17 11:56:59.539431 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 11:56:59.542342 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 11:56:59.545176 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 11:57:59.622195 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 11:57:59.796061 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 11:57:59.799345 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 11:57:59.802340 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 11:57:59.805176 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:57:59.808400 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:57:59.811849 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 11:57:59.815650 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 11:57:59.819161 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 11:57:59.822053 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-17 11:57:59.824810 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 11:57:59.827623 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 11:57:59.830477 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 11:58:59.919631 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 11:59:00.342420 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 11:59:00.346940 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 11:59:00.351902 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 11:59:00.357319 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:59:00.362096 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 11:59:00.367420 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 11:59:00.372054 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 11:59:00.379662 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 11:59:00.384637 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-17 11:59:00.389126 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 11:59:00.399289 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 11:59:00.404233 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 12:00:00.467879 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 12:00:01.389347 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 12:00:01.392418 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 12:00:01.395432 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 12:00:01.398341 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:00:01.401362 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:00:01.404688 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 12:00:01.407749 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 12:00:01.410962 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 12:00:01.413801 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-17 12:00:01.416612 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 12:00:01.420371 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 12:00:01.423262 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 12:00:09.081644 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 12:00:09.217338 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 12:00:09.221776 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 12:00:09.227186 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 12:00:09.230942 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:00:09.234065 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:00:09.238115 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 12:00:09.241109 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 12:00:09.245586 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 12:00:09.249692 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
